"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"1",0.925373134328358,0.850379633765074,0.834373833795155,0.97532529340041,0.507462686567164,1.6537471190336e-13,0.0736382701203028
